society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Nh1,Chiricahua,xd1259,mesc1238,Mescalero-Chiricahua Apache,Athabaskan-Eyak-Tlingit,EA202,1000.0,,1870,Central band,Source is HRAF 1:Opler p. 4.
Se4,Yagua,xd1368,yagu1244,Yagua,Peba-Yagua,EA202,1000.0,,1940,,
Si1,Bororo,xd1397,boro1282,Bororo,Bororoan,EA202,1000.0,,1936,Kejara,in 1936; note focal year for cultural data is 1920
ch28,Votes,xd566,voti1245,Votic,Uralic,EA202,1000.0,,1917,with special reference to those of the Yamburg Uezd,"in 1917; 5,148 in 1848; note focal year for cultural data is 1900"
ec14,Ungazikmit,xd622,cent2128,Central Siberian Yupik,Eskimo-Aleut,EA202,1000.0,,1880,those of South-Eastern Chukotka,
ec16,Evenk,xd624,even1259,Evenki,Tungusic,EA202,1000.0,,1890,Barguzin group,Barguzin group
Nh10,Isleta,xd1260,sout2961,Southern Tiwa,Kiowa-Tanoan,EA202,1036.0,,1930,,
Aa2,Dorobo,xd2,okie1245,Okiek,Nilotic,EA202,1100.0,,1925,with special reference to Central Dorobo,221 Central Dorobo in 1942
If15,Carolinians,xd830,caro1242,Carolinian,Austronesian,EA202,1100.0,,1950,,in 1950; note focal year for cultural data is 1930
Na23,Labrador Inuit,xd1039,labr1244,North Labrador Eskimo,Eskimo-Aleut,EA202,1100.0,,1890,with special reference to the Koksoagmiu,
Nc24,Southern Valley Yokuts,xd1123,vall1251,Valley Yokuts,Yokutsan,EA202,1100.0,,1850,Tulare Lake,"Source is HRAF 12:Cook, p. 44B. Number refers to population of Tulare Lake region only."
Nd41,Wadaduka,xd1176,west2622,Western Shoshoni,Uto-Aztecan,EA202,1100.0,,1875,,
Nf13,Shawnee,xd1233,shaw1249,Shawnee,Algic,EA202,1100.0,,1930,with special reference to the Kiskopotha band,in 1930; note focal year for cultural data is 1820
Ng11,Yuchi,xd1246,yuch1247,Yuchi,,EA202,1139.0,,1832,,in 1832; note focal year for cultural data is 1750
Ne17,Kiowa,xd1216,kiow1266,Kiowa,Kiowa-Tanoan,EA202,1165.0,,1905,,in 1905; note focal year for cultural data is 1860
Ig21,Tangu,xd854,tang1355,Tanggu,Lower Sepik-Ramu,EA202,1200.0,,1932,with special reference to Boieng Island,
Ig6,Ulawans,xd858,saaa1240,Sa'a,Austronesian,EA202,1200.0,,1909,,
Nd1,Tenino,xd1141,teni1238,Tenino,Sahaptian,EA202,1200.0,,1850,,
Sd1,Munduruku,xd1353,mund1330,Mundurukú,Tupian,EA202,1200.0,,1952,Cabrura village,
Se9,Shipibo-Conibo,xd1373,ship1254,Shipibo-Conibo,Pano-Tacanan,EA202,1200.0,,1940,,in 1940; note focal year for cultural data is 1920
Ij1,Mangaians,xd889,raro1241,Southern Cook Island Maori,Austronesian,EA202,1250.0,,1926,,in 1926; note focal year for cultural data is 1820
Nh13,Acoma,xd1263,acom1246,Acoma,Keresan,EA202,1250.0,,1941,,in 1941; note focal year for cultural data is 1920
Na20,Kutchin,xd1037,gwic1235,Gwich'in,Athabaskan-Eyak-Tlingit,EA202,1274.0,,1858,with special reference to the Tatlit of Peel River Kutchin,in 1858; 337 Tatlit; note focal year for cultural data is 1880
Ec8,Ket,xd636,kett1243,Ket,Yeniseian,EA202,1300.0,,,,Date for population estimate missing
Ie28,Busama,xd805,buga1250,Bugawac,Austronesian,EA202,1300.0,,1946,,
Ii2,Tikopia,xd881,tiko1237,Tikopia,Austronesian,EA202,1300.0,,1929,Ravenga District,See EA-Summary
Nc33,Luiseño,xd1133,luis1253,Luiseno,Uto-Aztecan,EA202,1300.0,,1870,,
Sa8,Mam,xd1324,mamm1241,Mam,Mayan,EA202,1300.0,,1937,with special reference to the village of Santiago Chimaltenango,Source is HRAF 2: Wagley p. 11.
Sb4,Cariña,xd1329,taba1267,Tabajari,Cariban,EA202,1300.0,,,with special reference to the Cachama group,Date for population estimate missing; 1300 or 3700? (2 total population numbers given for 1962). 400 Cachama
ec15,Mansi,xd623,mans1258,Northern Mansi,Uralic,EA202,1300.0,,1880,Middle Northern Sos'va group,the Middle Northern Sos'va group.
ec21,Udihe,xd630,udih1248,Udihe,Tungusic,EA202,1300.0,,1890,Hor River group,
Sb5,Paraujano,xd1330,para1316,Paraujano,Arawakan,EA202,1350.0,,1958,,
Ef11,Uttar Pradesh,xd663,bhoj1244,Bhojpuri,Indo-European,EA202,1400.0,,1941,Village and environs of Senapur,See HRAF reference 5:465a.
Id10,Walbiri,xd773,warl1254,Warlpiri,Pama-Nyungan,EA202,1400.0,,1954,,in 1954; note focal year for cultural data is 1930
Ig19,Molima,xd851,moli1248,Molima,Austronesian,EA202,1400.0,,1950,,
Nc8,Klamath,xd1139,klam1254,Klamath-Modoc,,EA202,1400.0,,1850,Klamath Tribe,"Reconstructions cover the Klamath from 1826 to ""the present."" Population is estimated as between 800 and 1,400 ""aboriginally."" Population count thus has no specific time focus."
Nf3,Omaha,xd1237,omah1248,Omaha,Siouan,EA202,1400.0,,1851,Omaha Tribe,"Source is HRAF 33:Steffens, p.2"
Nh11,San Ildefonso,xd1261,sani1273,San Ildefonso,Kiowa-Tanoan,EA202,1400.0,,1937,with special reference to the pueblo of San Ildefonso,in 1937; 126 in San lldefonso; note focal year for cultural data is 1900
Sd5,Sateré Mawé,xd1357,sate1243,Sateré-Mawé,Tupian,EA202,1400.0,,1958,,
Sg4,Tehuelche,xd1386,tehu1242,Tehuelche,Chonan,EA202,1400.0,,1869,Equestrian,
Af37,Buem,xd216,siwu1238,Siwu,Atlantic-Congo,EA202,1500.0,,1950,with special reference to the Akpafu,in 1950; Akpafu; note focal year for cultural data is 1900
Ca18,Arbore,xd424,arbo1245,Arbore,Afro-Asiatic,EA202,1500.0,,1950,,
Ie32,Sio,xd810,sioo1240,Sio,Austronesian,EA202,1500.0,,1964,,
Ig11,Rossel Islanders,xd843,yele1255,Yele,,EA202,1500.0,,1925,,
Ii8,Futunans,xd887,east2447,East Futuna,Austronesian,EA202,1500.0,,1923,,in 1923; note focal year for cultural data is 1840
Na40,Ottawa,xd1057,otta1242,Ottawa,Algic,EA202,1500.0,,1670,,in 1670; note focal year for cultural data is 1650
Nd45,Bohogue,xd1180,nort2955,Northern Shoshoni,Uto-Aztecan,EA202,1500.0,,1867,,
Sf3,Chachi,xd1376,chac1249,Cha'palaa,Barbacoan,EA202,1500.0,,1908,Rio Cayapas Basin,"The population figure is between 1,500 and 2,000 (3:1)."
Ia14,Tao,xd737,yami1254,Yami,Austronesian,EA202,1560.0,,1960,,in 1960; note focal year for cultural data is 1930
Na25,Kalaallit (West Greenland),xd1041,kala1399,Kalaallisut,Eskimo-Aleut,EA202,1600.0,,1918,with special reference to the inhabitants of the Egesminde District,Egesminde District
Nd64,Wind River Eastern Shoshone,xd1201,nort2955,Northern Shoshoni,Uto-Aztecan,EA202,1600.0,,1869,with special reference to the Kucundika,
Ne12,Blackfoot,xd1211,pieg1239,Piegan,Algic,EA202,1600.0,,1809,,in 1809; note focal year for cultural data is 1850
Nf9,Menominee,xd1243,meno1252,Menominee,Algic,EA202,1600.0,,1900,,in 1900; note focal year for cultural data is 1870
Ne10,Arikara,xd1209,arik1262,Arikara,Caddoan,EA202,1650.0,,1871,,in 1871; note focal year for cultural data is 1860
Ah26,Ndoro,xd316,ndoo1241,Ndoola,Atlantic-Congo,EA202,1700.0,,1921,,
Ch5,Bulgarians,xd569,bulg1262,Bulgarian,Indo-European,EA202,1700.0,,1934,with special reference to the village of Dragelevtsy,"The actual figure is 1,669 (2:6)."
Nb27,Stó:lō,xd1087,chil1281,Chiliwack,Salishan,EA202,1700.0,,1951,with special reference to the Tait,in 1951; note focal year for cultural data is 1880
Nh4,Zuni,xd1280,zuni1245,Zuni,,EA202,1700.0,,1880,Pueblo,"in 1880; Source is HRAF 7:Cushing, p. 126; note focal year for cultural data is 1910"
Ij3,Marquesans,xd892,nort2845,North Marquesan,Austronesian,EA202,1800.0,,1921,,in 1921; note focal year for cultural data is 1900
Nc28,Chumash,xd1127,cruz1243,Cruzeño,Chumashan,EA202,1800.0,,,,Aboriginally; Note focal year for cultural data is 1800
Ne4,Crow,xd1223,crow1244,Crow,Siouan,EA202,1800.0,,1935,,in 1935; note focal year for cultural data is 1870
Ad1,Bajuni,xd76,baju1245,Bajuni,Atlantic-Congo,EA202,2000.0,,1950,,
Af40,Assini,xd220,abur1243,Abure,Atlantic-Congo,EA202,2000.0,,1950,"with special reference to the Abure (Akapless, Asoko, Esuma)",in 1950; Abure in; note focal year for cultural data is 1890
Ai2,Nyaro,xd348,kooo1244,Ko,Heibanic,EA202,2000.0,,,,Date for population estimate missing
Ca24,Dime,xd431,dime1235,Dime,South Omotic,EA202,2000.0,,1951,,
Cc11,Azjer,xd489,ghat1242,Ghat,Afro-Asiatic,EA202,2000.0,,1944,,in 1944; note focal year for cultural data is 1860
Ej3,Semang,xd725,kens1248,Kensiu,Austroasiatic,EA202,2000.0,,1920,Jehai Group or subtribe,
Id1,Northern Aranda,xd772,east2379,Eastern Arrernte,Pama-Nyungan,EA202,2000.0,,1900,Alice Springs and environs,The population in +1927 was roughly 300 to 400 (1:1).
Id2,"Yolngu, Dhuwal",xd777,dhuw1249,Dhuwal,Pama-Nyungan,EA202,2000.0,,1950,,in 1950; note focal year for cultural data is 1930
Id8,Tasmanians (northwestern),xd783,port1278,Port Sorell,Western Tasmanian,EA202,2000.0,,1830,,See EA-Summary
Ie20,Koita,xd797,koit1244,Koitabu,Koiarian,EA202,2000.0,,1909,,
If14,Makin,xd829,bana1287,Banaban,Austronesian,EA202,2000.0,,1890,Makin and Butiritari Islands (N),
Ig9,Manus,xd861,tita1241,Titan,Austronesian,EA202,2000.0,,1928,Peri Village,See HRAF reference 2:21.
Na42,Potawatomi,xd1059,pota1247,Potawatomi,Algic,EA202,2000.0,,1760,Prairie Potawatomi,
Nb32,Shasta,xd1093,shas1239,Shasta,Shastan,EA202,2000.0,,1850,with special reference to the Shastika or eastern Shasta,
Nc26,Salinan,xd1125,sali1253,Salinan,,EA202,2000.0,,1771,,40 in 1910
Nc7,Yuki,xd1138,yuki1243,Yuki,Yuki-Wappo,EA202,2000.0,,,,Aboriginally; Note focal year for cultural data is 1850
Ne1,Gros Ventre,xd1208,gros1243,Gros Ventre,Algic,EA202,2000.0,,1880,Gros Ventre Tribe,Population is estimated as between 800 and 2000 in 1880 (see HRAF:4 p. 411 and SCCS-186 print-out).
Nf7,Fox,xd1241,mesk1242,Meskwaki,Algic,EA202,2000.0,,1820,Tama Reservation,
Sb2,Cágaba,xd1327,cogu1240,Cogui,Chibchan,EA202,2000.0,,1941,,
Se1,Sirionó,xd1362,siri1273,Sirionó,Tupian,EA202,2000.0,,1940,Vicinity of the Rio Blanco,See EA-Summary
Sf4,U'wa,xd1377,cent2150,Central Tunebo,Chibchan,EA202,2000.0,,,,Date for population estimate missing
Sg3,Ona,xd1385,onaa1245,Selk'nam,Chonan,EA202,2000.0,,1880,with special reference to the Shelknam,300 in 1910
Sj10,Cayua,xd1408,mbya1239,Mbyá Guaraní,Tupian,EA202,2000.0,,1943,Taquapiri,"The population totals between 2,000 and 4,000 (PSF-A:147)."
Sj6,Tenetehara,xd1414,temb1276,Tenetehara,Tupian,EA202,2000.0,,,with special reference to the Guajajara subgroup,Date for population estimate missing
Sj2,Sherente,xd1410,xere1240,Xerénte,Nuclear-Macro-Je,EA202,2139.0,,1951,,in 1951; note focal year for cultural data is 1850
Ch1,Serbs,xd546,serb1264,Serbian,Indo-European,EA202,2200.0,,1953,with special reference to the village of Orasac,"The actual number is 2,182 (3:41)."
Na9,Aleut,xd1067,east2533,Eastern Aleut,Eskimo-Aleut,EA202,2200.0,,1840,Unalaska Branch (Eastern Aleut),Source is SCCS-186.
Eb7,Chahar,xd615,peri1253,Peripheral Mongolian,Mongolic,EA202,2300.0,,1943,,in 1943; note focal year for cultural data is 1930
Ne9,Arapaho,xd1228,arap1274,Arapaho,Algic,EA202,2300.0,,1904,,in 1904; note focal year for cultural data is 1860
Aa3,Nama,xd3,nama1265,Nama,Khoe-Kwadi,EA202,2500.0,,1876,Gei/Khauan tribe,in 1876; See HRAF reference 4:7; note focal year for cultural data is 1840
Ca20,Galab,xd427,daas1238,Daasanach,Afro-Asiatic,EA202,2500.0,,1890,,
Eg10,Telugu,xd673,telu1262,Telugu,Dravidian,EA202,2500.0,,1951,with special reference to the village of Shamirpet,See HRAF reference 1:19.
Eg12,Khond,xd675,kuii1252,Kui (India),Dravidian,EA202,2500.0,,1941,with special reference to the Bondo,Bondo
Ih9,Santa Cruz Islanders,xd875,natu1246,Natügu,Austronesian,EA202,2500.0,,1958,Graciosa Bay,in 1958; See EA-Summary for the figure above. Note also that in 1912 the population was between 1000 and 1500 (2:155); note focal year for cultural data is 1930
Sc11,Camaracoto,xd1337,cama1252,Camaracoto,Cariban,EA202,2500.0,,1933,,
Sd8,Sanema,xd1360,sanu1240,Sanumá,Yanomamic,EA202,2500.0,,,,Date for population estimate missing
Se5,Cubeo,xd1369,cube1242,Cubeo,Tucanoan,EA202,2500.0,,1939,Village on Caduiari River,See HRAF reference 5:25.
Sg1,Yahgan,xd1383,yama1264,Yámana,,EA202,2500.0,,1866,Eastern and central,
Sh5,Choroti,xd1392,iyow1239,Iyo'wujwa Chorote,Matacoan,EA202,2500.0,,1915,,
Aj18,Bodi,xd393,meen1242,Me'en,Surmic,EA202,2600.0,,,,Date for population estimate missing
Nh14,Laguna,xd1264,acom1246,Acoma,Keresan,EA202,2600.0,,1941,,in 1941; note focal year for cultural data is 1920
Cf4,Brazilians,xd539,braz1246,Brazilian Portuguese,Indo-European,EA202,2700.0,,1940,with special reference to the village of Cruz das Almas near Sao Paulo,
Ne18,Piegan,xd1217,pieg1239,Piegan,Algic,EA202,2800.0,,1809,,in 1809; note focal year for cultural data is 1850
Ai46,Koma,xd377,komo1258,Komo (Sudan),Koman,EA202,3000.0,,1938,,
Ea7,Moghol,xd606,mogh1245,Mogholi,Mongolic,EA202,3000.0,,,,"Date for population estimate missing; Data source gives population number as ""a few thousand"""
Ee8,Magar,xd660,west2418,Western Magar,Sino-Tibetan,EA202,3000.0,,1960,with special reference to the sedentary inhabitants of Banyan Hill,inhabitants of Banyan Hill
Ih6,Rotumans,xd872,rotu1241,Rotuman,Austronesian,EA202,3000.0,,1960,,in 1960; note focal year for cultural data is 1890
Ij7,Mangarevans,xd896,mang1401,Mangareva,Austronesian,EA202,3000.0,,,,"Date for population estimate missing; Data source gives population number as ""never more than a few thousand"""
Ne11,Assiniboine,xd1210,assi1247,Assiniboine,Siouan,EA202,3000.0,,1890,,in 1890; note focal year for cultural data is 1870
Sb3,Barí (Motilon),xd1328,yukp1241,Yukpa,Cariban,EA202,3000.0,,,with special reference to the Iroka,Date for population estimate missing
Se2,Ticuna,xd1366,ticu1245,Ticuna,Ticuna-Yuri,EA202,3000.0,,1940,,
Sh2,Terena,xd1389,tere1279,Terena-Kinikinao-Chane,Arawakan,EA202,3000.0,,1946,,in 1946; note focal year for cultural data is 1850
ch24,Livs,xd562,livv1244,Liv,Uralic,EA202,3000.0,,1860,with special reference to the Northwest Courland,in 1860; note focal year for cultural data is 1847
ec18,Ulch,xd626,ulch1241,Ulch,Tungusic,EA202,3000.0,,1890,Ulch people as a whole,
Ie22,Mekeo,xd799,meke1243,Mekeo,Austronesian,EA202,3100.0,,1897,,
If13,Nauruans,xd828,naur1243,Nauru,Austronesian,EA202,3300.0,,,,Date for population estimate missing
Nf6,Pawnee,xd1240,pawn1254,Pawnee,Caddoan,EA202,3400.0,,1859,Skidi Band or subtribe,Source is SCCS-186 print-out.
Aa1,!Kung,xd1,juho1239,South-Eastern Ju,Kxa,EA202,3500.0,,1953,Nyai Nyae region,"Of this total, 1,000 were located in the Nyae Nyae region."
Ai42,Tullishi,xd373,tuli1249,Tulishi,Kadugli-Krongo,EA202,3500.0,,1947,,
Ca25,Shangama,xd432,aari1239,Aari,South Omotic,EA202,3500.0,,1951,,
Ci2,Khevsur,xd578,xevs1238,Xevsur,Kartvelian,EA202,3500.0,,1927,,
Ie29,Manam,xd806,mana1295,Manam,Austronesian,EA202,3500.0,,1933,principally Tsogari,
Nh18,Hopi,xd1268,hopi1249,Hopi,Uto-Aztecan,EA202,3500.0,,1950,Old Oraiibi,in 1950; note focal year for cultural data is 1920
Nj6,Huave,xd1305,sanm1287,San Mateo del Mar Huave,Huavean,EA202,3500.0,,1950,with special reference to San Mateo,San Mateo
Ii9,Niueans,xd888,niue1239,Niuean,Austronesian,EA202,3720.0,,1921,,in 1921; note focal year for cultural data is 1840
Ca22,Male,xd429,male1284,Male (Ethiopia),Ta-Ne-Omotic,EA202,3800.0,,1950,,
Cc3,Siwans,xd500,siwi1239,Siwi,Afro-Asiatic,EA202,3800.0,,1937,inhabitants of the oasis of Siwa,in 1937; note focal year for cultural data is 1920
Eg1,Chenchu,xd672,chen1255,Chenchu,Dravidian,EA202,3820.0,,1941,with special reference to the forest group,
If8,Chamorro,xd839,cham1312,Chamorro,Austronesian,EA202,3850.0,,1950,with special reference to those of Saipa,on Saipan
Ah25,Tigon,xd315,tigo1236,Tigon Mbembe,Atlantic-Congo,EA202,4000.0,,1950,,in 1950; note focal year for cultural data is 1920
Ah6,Gure,xd333,gbir1241,Gbiri-Niragu,Atlantic-Congo,EA202,4000.0,,1948,,in 1948; note focal year for cultural data is 1920
Aj20,Suri,xd396,suri1267,Tirma-Chai,Surmic,EA202,4000.0,,1947,,
Nc3,Northern Foothill Yokuts,xd1129,nort2937,Northern Hill/Valley Yokuts,Yokutsan,EA202,4000.0,,1806,with special reference to those of the Northern Foothills,in 1806; 550 in 1910; note focal year for cultural data is 1850
Nd9,Lillooet,xd1207,lill1248,Lillooet,Salishan,EA202,4000.0,,1850,,
Ng15,Chitimacha,xd1250,chit1248,Chitimacha,,EA202,4000.0,,1750,,18th century
Nh21,Mojave,xd1272,moha1256,Mohave,Cochimi-Yuman,EA202,4000.0,,1834,Fort Mohave and Colorado River Reservation,"in 1834; See HRAF 10 Slip, #3; note focal year for cultural data is 1850"
Sc8,Piaroa,xd1351,piar1243,Piaroa,Jodi-Saliban,EA202,4000.0,,,,Date for population estimate missing
Cc12,Ifora,xd490,tadh1242,Tadhaq,Afro-Asiatic,EA202,4200.0,,1944,,
Ii13,Uveans,xd879,wall1257,East Uvean,Austronesian,EA202,4400.0,,1919,,in 1919; note focal year for cultural data is 1830
ch23,Lithuanian Tatar,xd561,west2405,Western Tatar,Turkic,EA202,4499.0,,1897,with special reference to those of the Vilenskaja Gubernija,"Source says <4,500"
Ad39,Sonjo,xd108,temi1247,Temi,Atlantic-Congo,EA202,4500.0,,1957,,
Ah37,Hwana,xd328,hwan1240,Hwana,Afro-Asiatic,EA202,4500.0,,1921,,
Ne3,Comanche,xd1222,coma1245,Comanche,Uto-Aztecan,EA202,4700.0,,1866,Comanche Tribe,Source is SCCS-186 print-out
Ne5,Cheyenne,xd1224,chey1247,Cheyenne,Algic,EA202,4700.0,,1870,,
Nh17,Western Apache,xd1267,west2615,Western Apache,Athabaskan-Eyak-Tlingit,EA202,4700.0,,1940,,in 1940; note focal year for cultural data is 1870
Af44,Alagya,xd224,alla1248,Alladian,Atlantic-Congo,EA202,5000.0,,1950,,in 1950; note focal year for cultural data is 1900
Af45,Avikam,xd225,avik1243,Avikam,Atlantic-Congo,EA202,5000.0,,1950,,in 1950; note focal year for cultural data is 1900
Ah23,Jibu,xd313,jibu1239,Jibu,Atlantic-Congo,EA202,5000.0,,1930,,
Ah24,Kentu,xd314,etky1238,Etkywan,Atlantic-Congo,EA202,5000.0,,1921,,
Ah29,Daka,xd319,samb1311,Samba Daka,Atlantic-Congo,EA202,5000.0,,,,Date for population estimate missing
Ai35,Bongo,xd365,bong1285,Bongo,Central Sudanic,EA202,5000.0,,1929,,in 1929; note focal year for cultural data is 1870
Ca19,Banna,xd425,hame1242,Hamer-Banna,South Omotic,EA202,5000.0,,1959,,"Data source gives population data as ""more than 5,000"""
Ca28,Basketo,xd435,bask1236,Basketo,Ta-Ne-Omotic,EA202,5000.0,,1951,,
Nc29,Tongva,xd1128,tong1329,Tongva,Uto-Aztecan,EA202,5000.0,,1770,,
Ni2,Tohono O'odham,xd1287,toho1246,Tohono O'odam,Uto-Aztecan,EA202,5000.0,,1935,,Source is HRAF 2:Underhill p. v.
Nj14,Tequistlatec,xd1300,high1242,Highland Oaxaca Chontal,Tequistlatecan,EA202,5000.0,,1960,,
Sa4,Emberá,xd1320,nort2972,Northern Emberá,Chocoan,EA202,5000.0,,,with special reference to those of Panama,Date for population estimate missing
Sc4,Guahibo,xd1347,guah1255,Guahibo,Guahiboan,EA202,5000.0,,1950,with special reference to the non-agricultural groups,
Sd6,Shiriana,xd1358,nina1238,Ninam,Yanomamic,EA202,5000.0,,1960,,
Sf7,Asháninka,xd1380,ajyi1238,Ajyíninka Apurucayali,Arawakan,EA202,5000.0,,1930,,"in 1930; 10,000 in 1958; note focal year for cultural data is 1900"
Sh3,Abipón,xd1390,abip1241,Abipon,Guaicuruan,EA202,5000.0,,1760,Those in contact with mission,in 1760; See HRAF reference 1:96; note focal year for cultural data is 1800
Sj5,Aimoré,xd1413,kren1239,Krenak,Nuclear-Macro-Je,EA202,5000.0,,1880,Naknenuk subtribe,
Ie2,Wantoat,xd796,want1252,Wantoat,Nuclear Trans New Guinea,EA202,5157.0,,1954,,in 1954; note focal year for cultural data is 1920
Aj22,Labwor,xd398,labw1238,Labwor,Nilotic,EA202,5200.0,,1948,,in 1948; note focal year for cultural data is 1930
Ia11,Puyuma,xd734,puyu1239,Puyuma,Austronesian,EA202,5300.0,,1931,,
Ai28,Popoi,xd357,popo1291,Popoi,Central Sudanic,EA202,5500.0,,1912,,
Ig12,Choiseulese,xd844,vagh1249,Vaghua,Austronesian,EA202,5700.0,,1956,with special reference to the Varisi,"in 1956; 1,000 Varisi; note focal year for cultural data is 1900"
Ah9,Anaguta,xd336,igut1238,Iguta,Atlantic-Congo,EA202,5730.0,,1934,,in 1934; note focal year for cultural data is 1920
Ae40,Dzem,xd161,njye1238,Njyem,Atlantic-Congo,EA202,6000.0,,1949,,in 1949; note focal year for cultural data is 1910
Ai39,Mesakin,xd369,ngil1242,Ngile,Narrow Talodi,EA202,6000.0,,1947,,
Cc17,Delim,xd495,hass1238,Hassaniyya,Afro-Asiatic,EA202,6000.0,,1915,,in 1915; note focal year for cultural data is 1930
Ec11,Selkup,xd619,selk1253,Selkup,Uralic,EA202,6000.0,,,,Date for population estimate missing
Ia5,Hanunoo,xd745,hanu1241,Hanunoo,Austronesian,EA202,6000.0,,1950,,
Ie6,Waropen,xd820,waro1242,Waropen,Austronesian,EA202,6000.0,,1937,,
If1,Palauans,xd824,pala1344,Palauan,Austronesian,EA202,6000.0,,1960,"Ulimang, Badeldaob Island",in 1960; note focal year for cultural data is 1940
Ig18,Kwaio,xd850,kwai1243,Kwaio,Austronesian,EA202,6000.0,,1965,,
Nb11,Nuu chah nulth,xd1070,nuuc1236,Nuu-chah-nulth,Wakashan,EA202,6000.0,,,with special reference to the Central Nootka,Aboriginally; Note focal year for cultural data is 1880
Nd20,Nez Perce,xd1153,nezp1238,Nez Perce,Sahaptian,EA202,6000.0,,1800,,in 1800; note focal year for cultural data is 1850
Nf4,Myaamia,xd1238,miam1252,Miami,Algic,EA202,6000.0,,1718,,
Nb22,Tlingit,xd1082,tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,EA202,6750.0,,1880,with special reference to the Chilkat,
Aj31,Pari,xd408,pari1256,Päri,Nilotic,EA202,7000.0,,,,Date for population estimate missing
Ca26,Ubamer,xd433,aari1239,Aari,South Omotic,EA202,7000.0,,,,Date for population estimate missing
Cc8,Aulliminden,xd505,ioul1238,Ioullemmeden,Afro-Asiatic,EA202,7000.0,,1909,,in 1909; note focal year for cultural data is 1890
Ia7,Tagbanua,xd747,tagb1258,Tagbanwa,Austronesian,EA202,7000.0,,,,Date for population estimate missing
Ib8,Anak Dalam,xd757,kubu1239,Kubu,Austronesian,EA202,7000.0,,1925,with special reference to the Ridan group,"in 1925; Data source gives population data as ""7,000 Ridan in 1925""; note focal year for cultural data is 1900"
Ie10,Motu,xd786,motu1246,Motu,Austronesian,EA202,7000.0,,1954,with special reference to the Western Motu,
If6,Yapese,xd837,yape1248,Yapese,Austronesian,EA202,7000.0,,1900,Island,The actual estimate of the population was between 7000 and 8000 (2:129).
Ad5,Mbugwe,xd120,mbug1242,Mbugwe,Atlantic-Congo,EA202,7500.0,,1948,,
Ag16,Banyun,xd251,bain1259,Bainounk-Gujaher,Atlantic-Congo,EA202,7500.0,,1950,,in 1950; note focal year for cultural data is 1930
Ec5,Koryak,xd633,kory1246,Koryak,Chukotko-Kamchatkan,EA202,7500.0,,,with special reference to the Maritime Koryak,Date for population estimate missing
Af27,Eloyi,xd205,eloy1241,Eloyi,Atlantic-Congo,EA202,7600.0,,1955,,
Ag21,Bassari,xd257,bass1258,Bassari-Tanda,Atlantic-Congo,EA202,7600.0,,1945,,in 1945; note focal year for cultural data is 1910
Ag34,Dorosie,xd271,dogo1295,Dogosé,Atlantic-Congo,EA202,8000.0,,1950,,in 1950; note focal year for cultural data is 1930
Ai41,Tira,xd372,tira1254,Tira,Heibanic,EA202,8000.0,,1947,,in 1947; note focal year for cultural data is 1930
Ai8,Dilling,xd382,dill1242,Dilling,Nubian,EA202,8000.0,,,,Date for population estimate missing
Cb28,Dera,xd478,dera1248,Dera (Nigeria),Afro-Asiatic,EA202,8000.0,,1922,,
Ie8,Purari,xd822,pura1257,Purari,,EA202,8000.0,,,with special reference to the Koriki,Date for population estimate missing
If5,Ponapeans,xd836,pohn1238,Pohnpeian,Austronesian,EA202,8000.0,,1935,,in 1935; note focal year for cultural data is 1910
Ng14,Chickasaw,xd1249,chic1270,Chickasaw,Muskogean,EA202,8000.0,,,,"Aboriginally; Note that data source gives population number as ""nearly 8000""; Note focal year for cultural data is NA"
Ng6,Delaware,xd1255,unam1242,Unami,Algic,EA202,8000.0,,1600,with special reference to the Munsee,in 1600; note focal year for cultural data is 1700
Sc1,Warao,xd1335,wara1303,Warao,,EA202,8000.0,,1941,,See HRAF reference 6:6.
Ae35,Rumbi,xd155,lomb1254,Lombi,Central Sudanic,EA202,8350.0,,1949,,in 1949; note focal year for cultural data is 1900
Af55,Gola,xd236,gola1255,Gola,Atlantic-Congo,EA202,8500.0,,1948,,
Ah10,Chawai,xd299,atsa1241,Atsam,Atlantic-Congo,EA202,8500.0,,1948,,in 1948; note focal year for cultural data is 1920
Ie30,Mimika,xd808,kamo1255,Kamoro,Nuclear Trans New Guinea,EA202,8500.0,,,,Date for population estimate missing
Nc25,Wukchumni,xd1124,tule1245,Tule-Kaweah Yokuts,Yokutsan,EA202,8600.0,,1851,,"Source is HRAF 12:Cook, p. 34B, for Yokuts as a whole."
Ae42,Ngumba,xd163,kwas1243,Kwasio,Atlantic-Congo,EA202,9000.0,,1949,,in 1949; note focal year for cultural data is 1900
Ah33,Yungur,xd324,bena1260,Bena (Nigeria),Atlantic-Congo,EA202,9000.0,,1921,,
Ca21,Hamar,xd428,hame1242,Hamer-Banna,South Omotic,EA202,9000.0,,1950,,
Ec3,Chukchi,xd631,chuk1273,Chukchi,Chukotko-Kamchatkan,EA202,9000.0,,1900,Reindeer Division,
Ej12,Lawa,xd719,west2396,Western Lawa,Austroasiatic,EA202,9000.0,,1961,,
Ie25,Mafulu,xd802,fuyu1242,Fuyug,Goilalan,EA202,9000.0,,,,Date for population estimate missing
